student_id,college_id,name,gender,department,batch_year,cgpa,skills,email,phone,city,placement_status
2929,4,Jeet Shroff,Male,Business Administration,2024,7.38,"Data Analysis, Communication, Digital Marketing, C++, Product Management, Excel",jeet.shroff2929@placemux-student.com,8055922770,Phusro,Placed
2930,80,Viraj Ratta,Male,Commerce,2026,8.42,"Docker, Digital Marketing, Excel",viraj.ratta2930@placemux-student.com,9987256964,Kanpur,In Process
2931,94,Udarsh Saraf,Male,Information Technology,2023,6.5,"Python, Django, Product Management, Excel, Digital Marketing, Node.js, Power BI",udarsh.saraf2931@placemux-student.com,9967276339,Mango,Placed
2932,21,Dayita Cherian,Female,Electrical Engineering,2025,6.58,"Node.js, SQL, Digital Marketing",dayita.cherian2932@placemux-student.com,7505220112,Warangal,In Process
2933,82,Qasim Kapoor,Male,Computer Science,2023,6.22,"Excel, SQL, Node.js, Data Analysis",qasim.kapoor2933@placemux-student.com,2381433161,Aizawl,In Process
2934,82,Mitesh Sachdev,Male,Mechanical Engineering,2026,8.49,"Java, Communication, Docker, Power BI, Python, Kubernetes",mitesh.sachdev2934@placemux-student.com,0711989511,Warangal,In Process
2935,73,Kashvi Bhasin,Female,Computer Science,2024,7.14,"Machine Learning, Docker, Django, Java",kashvi.bhasin2935@placemux-student.com,7155860264,Barasat,Placed
2936,69,Pallavi Upadhyay,Female,Business Administration,2027,7.8,"Java, AWS, Machine Learning, Tableau",pallavi.upadhyay2936@placemux-student.com,6937147875,Jaunpur,Placed
2937,3,Bachittar Bir,Male,Mechanical Engineering,2025,8.32,"Digital Marketing, Java, SQL, Kubernetes, Excel, Python, Tableau",bachittar.bir2937@placemux-student.com,8444002748,Aizawl,Placed
2938,75,Kala Sathe,Female,Artificial Intelligence & ML,2027,7.3,"Machine Learning, Data Analysis, Digital Marketing, Deep Learning, Kubernetes, Communication",kala.sathe2938@placemux-student.com,6660448671,Vellore,In Process
2939,9,Bahadurjit Vora,Male,Commerce,2023,6.26,"Java, Machine Learning, Django, React, DevOps, C++",bahadurjit.vora2939@placemux-student.com,7734774967,Surendranagar Dudhrej,In Process
2940,53,Jacob Kibe,Male,Computer Science,2023,5.8,"Excel, Machine Learning, Communication, Tableau, C++, Power BI, Node.js",jacob.kibe2940@placemux-student.com,8815675413,Bahraich,In Process
2941,23,Vasatika Balan,Female,Mechanical Engineering,2025,7.59,"AWS, Tableau, C++",vasatika.balan2941@placemux-student.com,9077045530,Vasai-Virar,In Process
2942,22,Karan Chawla,Male,Artificial Intelligence & ML,2027,7.57,"Node.js, Machine Learning, Python, Deep Learning, Digital Marketing, Excel, Tableau",karan.chawla2942@placemux-student.com,7259212985,Faridabad,Placed
2943,56,Rajeshri Pau,Female,Commerce,2023,8.37,"Deep Learning, React, Tableau",rajeshri.pau2943@placemux-student.com,2517748565,Gopalpur,In Process
2944,53,Hritik Sarma,Male,Data Science,2023,7.82,"Tableau, Machine Learning, Power BI, Product Management",hritik.sarma2944@placemux-student.com,2822022041,Kalyan-Dombivli,Placed
2945,2,Veer Edwin,Male,Commerce,2027,7.25,"Docker, Machine Learning, Deep Learning, React, Digital Marketing, Tableau, Product Management",veer.edwin2945@placemux-student.com,5201487609,Tirunelveli,Placed
2946,12,Ridhi Bandi,Female,Electrical Engineering,2024,7.13,"Excel, Deep Learning, Product Management, Machine Learning, AWS, Data Analysis",ridhi.bandi2946@placemux-student.com,9321956932,Sri Ganganagar,Placed
2947,29,Anvi Ranganathan,Female,Information Technology,2023,8.7,"Tableau, Power BI, Kubernetes",anvi.ranganathan2947@placemux-student.com,1588445236,Kota,In Process
2948,34,Agastya Bandi,Male,Electrical Engineering,2026,7.51,"Communication, Kubernetes, Python, DevOps",agastya.bandi2948@placemux-student.com,0896760406,Mirzapur,In Process
2949,89,Dipta Shukla,Female,Electronics & Communication,2024,7.08,"Java, Python, Node.js, Excel, Communication, Machine Learning, Django",dipta.shukla2949@placemux-student.com,1967929605,Jodhpur,In Process
2950,22,Lopa Kakar,Female,Data Science,2027,8.21,"Node.js, Digital Marketing, Machine Learning, Django, Java, Docker",lopa.kakar2950@placemux-student.com,2207043107,Kishanganj,In Process
2951,38,Vidhi Kulkarni,Female,Artificial Intelligence & ML,2023,5.88,"Kubernetes, DevOps, Tableau, Excel, Django, C++",vidhi.kulkarni2951@placemux-student.com,8936742860,Bettiah,Placed
2952,67,Varenya Kala,Female,Commerce,2025,6.8,"Tableau, DevOps, SQL, Power BI, Machine Learning, Deep Learning",varenya.kala2952@placemux-student.com,1113052923,Siliguri,Placed
2953,91,Jagrati Shroff,Female,Data Science,2025,9.04,"SQL, C++, Java, Machine Learning",jagrati.shroff2953@placemux-student.com,5044806324,Jamalpur,In Process
2954,77,Ladli Rout,Female,Computer Science,2024,9.07,"Django, SQL, Python, Deep Learning",ladli.rout2954@placemux-student.com,4126165542,Giridih,In Process
2955,4,Wahab Bhalla,Male,Electronics & Communication,2025,7.76,"DevOps, Java, Docker, Excel",wahab.bhalla2955@placemux-student.com,1461690476,Ambarnath,In Process
2956,37,Karan Memon,Male,Civil Engineering,2027,5.8,"Machine Learning, Kubernetes, Data Analysis, React",karan.memon2956@placemux-student.com,9043770296,Tiruppur,Placed
2957,1,Oeshi Sachdev,Female,Civil Engineering,2023,6.59,"Docker, SQL, Data Analysis, Python, Digital Marketing",oeshi.sachdev2957@placemux-student.com,3724645604,Bhimavaram,Placed
2958,58,Amol Ravel,Male,Electronics & Communication,2023,8.2,"Digital Marketing, SQL, Python, C++, Data Analysis, Kubernetes",amol.ravel2958@placemux-student.com,6322679111,Bokaro,In Process
2959,78,Oscar Garg,Male,Civil Engineering,2026,7.35,"SQL, Django, Deep Learning, DevOps, Product Management",oscar.garg2959@placemux-student.com,2916942229,Madurai,Placed
2960,90,Timothy Narayanan,Male,Business Administration,2023,6.53,"Data Analysis, C++, Digital Marketing, Communication",timothy.narayanan2960@placemux-student.com,6176572245,Bhiwani,In Process
2961,66,Abhimanyu Tata,Male,Information Technology,2025,5.54,"Python, C++, Digital Marketing",abhimanyu.tata2961@placemux-student.com,3408337836,Pali,Placed
2962,8,Sarthak Vig,Male,Information Technology,2025,6.02,"Power BI, Excel, React, Deep Learning, Digital Marketing, Docker",sarthak.vig2962@placemux-student.com,6808079565,Gaya,Placed
2963,67,Eshana Sundaram,Female,Business Administration,2023,6.63,"Data Analysis, Kubernetes, C++, Product Management, Machine Learning, SQL",eshana.sundaram2963@placemux-student.com,0936047092,Bidhannagar,In Process
2964,46,Caleb Lanka,Male,Electrical Engineering,2027,8.06,"Deep Learning, C++, Machine Learning, React, Data Analysis, Communication",caleb.lanka2964@placemux-student.com,1374727939,Aurangabad,In Process
2965,26,Nihal Lad,Male,Data Science,2023,7.49,"Docker, Machine Learning, C++, DevOps, Excel, SQL",nihal.lad2965@placemux-student.com,7629336983,Akola,Placed
2966,7,Brijesh Pai,Male,Civil Engineering,2026,6.37,"Tableau, Node.js, Data Analysis, Django, Python, SQL, React",brijesh.pai2966@placemux-student.com,6180980988,Ahmednagar,Placed
2967,31,Ronith Goel,Male,Computer Science,2025,7.94,"Excel, Power BI, Tableau, Kubernetes, React",ronith.goel2967@placemux-student.com,2445227594,Guntur,In Process
2968,87,Wyatt Gola,Male,Artificial Intelligence & ML,2024,6.75,"Tableau, Machine Learning, Python",wyatt.gola2968@placemux-student.com,2155325016,Tezpur,Placed
2969,77,Timothy Kulkarni,Male,Electrical Engineering,2026,9.1,"Docker, Tableau, Machine Learning",timothy.kulkarni2969@placemux-student.com,1165160862,Kamarhati,In Process
2970,22,Harish Sandal,Male,Mechanical Engineering,2023,6.59,"Deep Learning, Kubernetes, Data Analysis, Digital Marketing, Java",harish.sandal2970@placemux-student.com,0575296647,Rajpur Sonarpur,Placed
2971,39,Ekalinga Aggarwal,Male,Electronics & Communication,2026,7.2,"C++, Communication, Data Analysis, Docker, Python, Django",ekalinga.aggarwal2971@placemux-student.com,2391918465,Bhiwani,In Process
2972,12,Yashoda Oak,Female,Electronics & Communication,2026,6.2,"SQL, Communication, Docker, C++, Tableau",yashoda.oak2972@placemux-student.com,6765599919,Machilipatnam,In Process
2973,28,Azaan Gour,Male,Electrical Engineering,2025,9.94,"Node.js, Product Management, Digital Marketing",azaan.gour2973@placemux-student.com,3644995143,Chandrapur,Not Placed
2974,72,Garima Minhas,Female,Business Administration,2025,7.94,"Docker, Django, React, Tableau, Node.js, Excel",garima.minhas2974@placemux-student.com,6263177744,Gaya,In Process
2975,99,Matthew Deep,Male,Civil Engineering,2024,5.41,"Tableau, Power BI, Product Management",matthew.deep2975@placemux-student.com,9738190347,Salem,In Process
2976,57,Anamika Goda,Female,Electronics & Communication,2026,6.94,"Tableau, Django, AWS",anamika.goda2976@placemux-student.com,8385083327,Dhule,In Process
2977,37,Ojasvi Chahal,Female,Business Administration,2026,6.42,"AWS, C++, Digital Marketing",ojasvi.chahal2977@placemux-student.com,5634317191,Bhilwara,In Process
2978,60,Vansha Chada,Female,Business Administration,2026,8.16,"Power BI, React, DevOps, Product Management, AWS, Tableau",vansha.chada2978@placemux-student.com,4338254176,Patna,In Process
2979,48,Sneha Zacharia,Female,Data Science,2027,8.45,"Deep Learning, Java, Power BI, Python, Excel, Digital Marketing, Tableau",sneha.zacharia2979@placemux-student.com,9945802845,Chapra,In Process
2980,33,Daksha Varkey,Female,Mechanical Engineering,2025,7.32,"Node.js, Java, C++, DevOps",daksha.varkey2980@placemux-student.com,6254993145,Kollam,In Process
2981,92,Ikbal Varughese,Male,Commerce,2024,7.49,"DevOps, Python, Docker",ikbal.varughese2981@placemux-student.com,1367461616,Kamarhati,Placed
2982,21,Upkaar Bahri,Male,Artificial Intelligence & ML,2026,8.53,"AWS, Product Management, Power BI, SQL, C++, Communication",upkaar.bahri2982@placemux-student.com,3671274706,Akola,Placed
2983,97,Darika Setty,Female,Artificial Intelligence & ML,2023,9.01,"Python, C++, AWS, Product Management, Power BI",darika.setty2983@placemux-student.com,0697296720,Gulbarga,Placed
2984,60,Guneet Bhattacharyya,Male,Electronics & Communication,2026,8.62,"Docker, Tableau, Deep Learning, C++, DevOps, React",guneet.bhattacharyya2984@placemux-student.com,6787586474,Bharatpur,In Process
2985,91,Orinder Koshy,Male,Business Administration,2025,6.64,"Product Management, Python, Data Analysis",orinder.koshy2985@placemux-student.com,7550461614,Ambattur,Placed
2986,72,Viraj Dass,Male,Electronics & Communication,2026,8.35,"Node.js, Deep Learning, AWS, Django",viraj.dass2986@placemux-student.com,7545769094,Ghaziabad,In Process
2987,78,Patrick Ramanathan,Male,Electronics & Communication,2026,6.77,"Node.js, Java, Digital Marketing, Kubernetes",patrick.ramanathan2987@placemux-student.com,6038552882,Tadipatri,Placed
2988,85,Tanay Sunder,Male,Electrical Engineering,2026,7.31,"Machine Learning, SQL, Tableau",tanay.sunder2988@placemux-student.com,4358599197,Anand,Placed
2989,35,Rohan Divan,Male,Computer Science,2025,5.9,"Digital Marketing, Machine Learning, Deep Learning, Product Management, Power BI, SQL",rohan.divan2989@placemux-student.com,5437636628,Bhiwandi,Placed
2990,76,Tejas Prabhakar,Male,Civil Engineering,2025,5.59,"Digital Marketing, Kubernetes, DevOps, Machine Learning",tejas.prabhakar2990@placemux-student.com,5955394506,Ambala,Placed
2991,52,Devansh Lall,Male,Information Technology,2026,7.38,"Django, Product Management, Kubernetes, Data Analysis, Java, Node.js, SQL",devansh.lall2991@placemux-student.com,3099728554,Tadepalligudem,Placed
2992,83,Netra Kanda,Female,Data Science,2027,9.11,"Python, AWS, Node.js, Kubernetes, Digital Marketing, Tableau, SQL",netra.kanda2992@placemux-student.com,4914215440,Siliguri,Placed
2993,64,Nimrat Dhar,Female,Information Technology,2023,6.79,"Python, Machine Learning, Excel, Node.js, Django, React, Data Analysis",nimrat.dhar2993@placemux-student.com,7404052770,Chinsurah,In Process
2994,74,Sachi Kata,Female,Computer Science,2024,6.96,"Kubernetes, Python, SQL, Tableau, Docker, Deep Learning",sachi.kata2994@placemux-student.com,7799751090,Lucknow,In Process
2995,63,Yagnesh Gara,Male,Computer Science,2025,7.46,"Django, AWS, Tableau",yagnesh.gara2995@placemux-student.com,4615041170,Kolhapur,In Process
2996,21,Atharv Dhar,Male,Mechanical Engineering,2024,6.03,"Java, Communication, AWS",atharv.dhar2996@placemux-student.com,1390029501,Amroha,In Process
2997,31,Hema Bhakta,Female,Mechanical Engineering,2023,8.07,"Tableau, Node.js, Excel, Kubernetes, Django, Communication",hema.bhakta2997@placemux-student.com,5523783904,Jalna,In Process
2998,46,Naksh Puri,Male,Business Administration,2023,8.1,"Node.js, Product Management, Excel, Tableau, Power BI, Machine Learning",naksh.puri2998@placemux-student.com,4263333884,Dhule,Placed
2999,47,Maanav Iyengar,Male,Electronics & Communication,2025,6.64,"Data Analysis, Product Management, Java, Django, C++, React, Python",maanav.iyengar2999@placemux-student.com,8241301606,Panihati,Placed
3000,12,Rajeshri Kibe,Female,Mechanical Engineering,2024,6.61,"Digital Marketing, Kubernetes, C++, Machine Learning, Data Analysis, DevOps, Communication",rajeshri.kibe3000@placemux-student.com,1773343071,Tiruchirappalli,In Process
3001,6,Rehaan Badal,Male,Commerce,2023,8.23,"Node.js, Deep Learning, Digital Marketing, SQL, Kubernetes, Tableau",rehaan.badal3001@placemux-student.com,3923186781,Jamnagar,Placed
3002,94,Jacob Khosla,Male,Electronics & Communication,2026,6.78,"Data Analysis, DevOps, Java, Communication, Power BI, Python",jacob.khosla3002@placemux-student.com,9702579535,Coimbatore,In Process
3003,26,Ijaya Palla,Female,Electronics & Communication,2027,7.27,"Tableau, Django, C++, Node.js, Digital Marketing, Power BI",ijaya.palla3003@placemux-student.com,7286399624,Asansol,In Process
3004,23,Ayush Kar,Male,Computer Science,2026,6.29,"DevOps, AWS, Deep Learning, Excel, Digital Marketing",ayush.kar3004@placemux-student.com,7591450909,Nangloi Jat,In Process
3005,35,Ekapad Verma,Male,Civil Engineering,2023,7.42,"Docker, Kubernetes, Power BI",ekapad.verma3005@placemux-student.com,9395391067,Raiganj,In Process
3006,16,Rehaan Nagarajan,Male,Business Administration,2023,7.43,"Deep Learning, DevOps, Power BI, Python, Node.js, Docker",rehaan.nagarajan3006@placemux-student.com,4802496689,Motihari,In Process
3007,96,Orinder Narula,Male,Electronics & Communication,2024,6.12,"Product Management, Node.js, Java",orinder.narula3007@placemux-student.com,0101544484,Amroha,In Process
3008,84,Krishna Bhandari,Male,Commerce,2023,6.38,"DevOps, Communication, Data Analysis",krishna.bhandari3008@placemux-student.com,1870322177,Guntur,In Process
3009,1,Orinder Krishnamurthy,Male,Electronics & Communication,2025,7.97,"Excel, Kubernetes, Java, Data Analysis, Node.js",orinder.krishnamurthy3009@placemux-student.com,9103204103,Pimpri-Chinchwad,Placed
3010,6,Falan Setty,Male,Electronics & Communication,2024,6.9,"Data Analysis, AWS, Node.js, Python",falan.setty3010@placemux-student.com,9575512637,Rajpur Sonarpur,In Process
3011,50,Hemang Bajaj,Male,Electrical Engineering,2023,9.09,"SQL, Java, React, DevOps, C++",hemang.bajaj3011@placemux-student.com,2517666899,Baranagar,Placed
3012,14,Sathvik Dyal,Male,Civil Engineering,2025,7.83,"Digital Marketing, Data Analysis, C++",sathvik.dyal3012@placemux-student.com,3345958295,Rajkot,In Process
3013,40,Harinakshi Nanda,Female,Business Administration,2027,7.95,"Data Analysis, Django, Docker",harinakshi.nanda3013@placemux-student.com,9944147537,Karnal,In Process
3014,71,Turvi Master,Female,Civil Engineering,2024,6.57,"AWS, Digital Marketing, Data Analysis, Product Management, Node.js",turvi.master3014@placemux-student.com,8647669557,Kishanganj,In Process
3015,78,Tanvi Pau,Female,Business Administration,2023,6.01,"Node.js, Product Management, Power BI, React, Python, Django",tanvi.pau3015@placemux-student.com,6799645115,Bathinda,Placed
3016,36,Samuel Thakur,Male,Civil Engineering,2025,8.37,"Product Management, Kubernetes, Data Analysis, Machine Learning, React",samuel.thakur3016@placemux-student.com,0426469795,Sikar,In Process
3017,67,Samar Ahuja,Male,Artificial Intelligence & ML,2025,8.14,"Node.js, Product Management, Java",samar.ahuja3017@placemux-student.com,3828504162,Bhopal,Placed
3018,88,Farhan Gole,Male,Artificial Intelligence & ML,2026,6.18,"Django, C++, React, Java, Machine Learning, SQL, Deep Learning",farhan.gole3018@placemux-student.com,2123802944,Latur,Not Placed
3019,54,Neel Char,Male,Commerce,2025,7.26,"SQL, Deep Learning, Tableau, Communication",neel.char3019@placemux-student.com,8749715129,Bongaigaon,Placed
3020,61,Naksh Kapoor,Male,Commerce,2025,6.44,"Node.js, SQL, Python, Django, Digital Marketing",naksh.kapoor3020@placemux-student.com,5849999169,Asansol,Placed
3021,97,Ekalinga Solanki,Male,Electrical Engineering,2027,6.84,"Product Management, AWS, Tableau",ekalinga.solanki3021@placemux-student.com,1209018174,Bhilai,In Process
3022,38,Chaaya Mani,Female,Data Science,2026,7.63,"Product Management, React, Node.js",chaaya.mani3022@placemux-student.com,3360989105,Kota,In Process
3023,64,Upkaar Luthra,Male,Electrical Engineering,2024,10.0,"Data Analysis, Machine Learning, Deep Learning",upkaar.luthra3023@placemux-student.com,0597583445,Pune,In Process
3024,49,Netra Gaba,Female,Business Administration,2026,7.6,"React, Power BI, Excel, Deep Learning, C++, SQL",netra.gaba3024@placemux-student.com,8418286549,Akola,Placed
3025,13,Nicholas Narasimhan,Male,Information Technology,2026,7.07,"Django, Machine Learning, React, Python, Power BI",nicholas.narasimhan3025@placemux-student.com,5415190937,Mango,Placed
3026,100,Sachi Balan,Female,Electrical Engineering,2024,8.09,"Python, Digital Marketing, Node.js, Excel",sachi.balan3026@placemux-student.com,1694135128,Ghaziabad,Placed
3027,19,Nirja Parsa,Female,Electrical Engineering,2024,7.75,"Java, AWS, Node.js, Machine Learning, SQL",nirja.parsa3027@placemux-student.com,8277069922,Munger,In Process
3028,10,Ladli Balakrishnan,Female,Mechanical Engineering,2024,7.51,"DevOps, Python, C++, Machine Learning, Excel",ladli.balakrishnan3028@placemux-student.com,0827610023,Rampur,Placed
3029,86,Rajeshri Rajagopal,Female,Mechanical Engineering,2023,6.33,"Product Management, Machine Learning, Communication",rajeshri.rajagopal3029@placemux-student.com,5734943856,Tezpur,Placed
3030,78,Yashvi Luthra,Female,Electronics & Communication,2025,7.49,"Tableau, Deep Learning, Digital Marketing, React, Excel, Data Analysis, Communication",yashvi.luthra3030@placemux-student.com,3878701881,Bhalswa Jahangir Pur,Placed
3031,37,Nicholas Dutta,Male,Civil Engineering,2025,7.62,"React, Digital Marketing, SQL, Docker, Data Analysis",nicholas.dutta3031@placemux-student.com,3143241707,Madanapalle,Placed
3032,71,Turvi Khatri,Female,Artificial Intelligence & ML,2026,6.81,"Machine Learning, Product Management, Node.js, Python, Communication, Django, Excel",turvi.khatri3032@placemux-student.com,8790813220,Farrukhabad,Placed
3033,26,Lohit Venkataraman,Male,Commerce,2024,7.82,"Power BI, Deep Learning, Django",lohit.venkataraman3033@placemux-student.com,3519788164,Visakhapatnam,Placed
3034,14,Maanav Dhaliwal,Male,Electrical Engineering,2023,8.5,"Data Analysis, Node.js, Kubernetes, Power BI",maanav.dhaliwal3034@placemux-student.com,9900284224,Panvel,In Process
3035,72,Jasmit Chandran,Female,Business Administration,2025,9.44,"Digital Marketing, Java, Node.js, C++, Tableau",jasmit.chandran3035@placemux-student.com,7743403057,Mehsana,Placed
3036,35,Isaac Kapoor,Male,Business Administration,2027,8.35,"Excel, Java, Docker, C++, DevOps, Deep Learning",isaac.kapoor3036@placemux-student.com,5813682201,Tadepalligudem,Placed
3037,76,Ubika Pillai,Female,Artificial Intelligence & ML,2024,7.22,"Kubernetes, Node.js, C++, Power BI",ubika.pillai3037@placemux-student.com,6211670062,Mira-Bhayandar,Placed
3038,13,Krish Anne,Male,Electronics & Communication,2027,6.83,"Node.js, Python, Docker, Excel, Django, Data Analysis",krish.anne3038@placemux-student.com,6645362921,Vasai-Virar,Placed
3039,89,Kashvi Madan,Female,Electrical Engineering,2023,7.48,"DevOps, Communication, AWS, C++",kashvi.madan3039@placemux-student.com,9689509291,Raurkela Industrial Township,In Process
3040,58,Madhavi Mall,Female,Electrical Engineering,2023,7.44,"Django, Node.js, Kubernetes, Product Management, Docker, SQL, Power BI",madhavi.mall3040@placemux-student.com,2547204744,Bulandshahr,In Process
3041,6,Jack Kurian,Male,Data Science,2024,6.43,"Kubernetes, Node.js, DevOps",jack.kurian3041@placemux-student.com,4651444465,Jalna,Placed
3042,68,Nathan Dutta,Male,Commerce,2025,8.62,"Tableau, Node.js, Kubernetes, Power BI, AWS",nathan.dutta3042@placemux-student.com,2888646508,Patiala,Placed
3043,91,Benjamin Soni,Male,Mechanical Engineering,2025,7.49,"Python, SQL, Node.js, Kubernetes",benjamin.soni3043@placemux-student.com,2139136997,Tadepalligudem,In Process
3044,9,Hredhaan Sura,Male,Commerce,2023,7.9,"Communication, Product Management, Node.js",hredhaan.sura3044@placemux-student.com,7271542241,Hajipur,In Process
3045,72,Henry Maharaj,Male,Electronics & Communication,2026,6.75,"Digital Marketing, Power BI, Django",henry.maharaj3045@placemux-student.com,2472237207,Hapur,Placed
3046,57,Janaki Sood,Female,Computer Science,2025,7.64,"React, Power BI, Django",janaki.sood3046@placemux-student.com,0632399887,Kozhikode,In Process
3047,4,Chanakya Acharya,Male,Electronics & Communication,2023,8.09,"Java, Product Management, DevOps, Power BI, AWS",chanakya.acharya3047@placemux-student.com,8375582632,Uluberia,Placed
3048,30,Daksha Bhat,Female,Information Technology,2027,8.92,"Communication, Java, Python, Data Analysis, SQL, Kubernetes",daksha.bhat3048@placemux-student.com,8998181199,Mehsana,Placed
3049,12,Kamya Mangal,Female,Electronics & Communication,2024,7.79,"Data Analysis, DevOps, AWS, Node.js",kamya.mangal3049@placemux-student.com,0643395534,Navi Mumbai,In Process
3050,56,Vamakshi Datta,Female,Computer Science,2023,7.53,"Tableau, SQL, Product Management, Data Analysis, Django",vamakshi.datta3050@placemux-student.com,4093242430,Kamarhati,In Process
3051,95,Dayita Puri,Female,Computer Science,2025,8.99,"Python, Docker, React, Tableau, Deep Learning, C++",dayita.puri3051@placemux-student.com,3243087244,Shivpuri,Placed
3052,89,Daniel Deshmukh,Male,Data Science,2024,8.16,"Excel, Django, Machine Learning, Power BI, Java, Data Analysis",daniel.deshmukh3052@placemux-student.com,2579896910,Chittoor,In Process
3053,37,Finn Mand,Male,Commerce,2025,7.53,"Communication, AWS, Docker, DevOps, Python, Deep Learning",finn.mand3053@placemux-student.com,9520769915,Mysore,In Process
3054,87,Vedika Tailor,Female,Data Science,2023,9.68,"Tableau, Node.js, AWS, Excel",vedika.tailor3054@placemux-student.com,1665018005,Kirari Suleman Nagar,In Process
3055,89,Urvashi Ramakrishnan,Female,Mechanical Engineering,2026,6.14,"Power BI, React, Data Analysis, Machine Learning, AWS, Digital Marketing",urvashi.ramakrishnan3055@placemux-student.com,1231625751,Kharagpur,Placed
3056,63,Samesh Yogi,Male,Information Technology,2026,6.97,"Python, Excel, Communication",samesh.yogi3056@placemux-student.com,7439738471,Munger,In Process
3057,50,Ishaan Batta,Male,Civil Engineering,2025,6.8,"React, AWS, Machine Learning, Django, DevOps",ishaan.batta3057@placemux-student.com,1291823637,Kolhapur,Placed
3058,97,Yoshita Balay,Female,Artificial Intelligence & ML,2026,7.74,"AWS, Tableau, Node.js",yoshita.balay3058@placemux-student.com,1026237050,Etawah,In Process
3059,79,Fariq Dua,Male,Mechanical Engineering,2025,8.48,"Docker, DevOps, Deep Learning, Power BI, Java, AWS",fariq.dua3059@placemux-student.com,5465476316,Raichur,In Process
3060,51,Avi Jhaveri,Male,Artificial Intelligence & ML,2025,6.91,"Communication, Node.js, Java, Excel, Power BI, Django, Kubernetes",avi.jhaveri3060@placemux-student.com,5354237246,Rourkela,In Process
3061,95,Tara Subramaniam,Female,Information Technology,2026,7.53,"Machine Learning, Docker, Kubernetes, Tableau, Python",tara.subramaniam3061@placemux-student.com,1747904552,Karimnagar,In Process
3062,62,Tanay Lad,Male,Computer Science,2024,7.78,"Digital Marketing, Product Management, AWS, Node.js, Communication, DevOps, SQL",tanay.lad3062@placemux-student.com,5497806437,Maheshtala,In Process
3063,24,Mohini Vaidya,Female,Civil Engineering,2023,8.26,"Kubernetes, Data Analysis, Tableau, Communication, Excel",mohini.vaidya3063@placemux-student.com,3116015653,Tiruchirappalli,In Process
3064,98,Chasmum Nadkarni,Female,Electrical Engineering,2024,8.23,"Node.js, Data Analysis, Excel, DevOps, Power BI, Django",chasmum.nadkarni3064@placemux-student.com,2401504379,Bettiah,In Process
3065,5,Yashvi Khosla,Female,Civil Engineering,2027,6.87,"Django, Product Management, Excel, Tableau, Python, SQL, Node.js",yashvi.khosla3065@placemux-student.com,8558364548,Ramgarh,In Process
3066,15,Warhi Lad,Female,Civil Engineering,2026,6.36,"Data Analysis, Django, React, Power BI, Java",warhi.lad3066@placemux-student.com,5429043682,Bhimavaram,In Process
3067,73,Yug Wable,Male,Information Technology,2023,7.89,"AWS, Docker, Power BI, Excel",yug.wable3067@placemux-student.com,0786725308,Tinsukia,In Process
3068,85,Tamanna Sarna,Female,Business Administration,2025,7.63,"Digital Marketing, C++, Data Analysis",tamanna.sarna3068@placemux-student.com,5119324671,Madhyamgram,In Process
3069,38,Om Garg,Male,Civil Engineering,2024,8.95,"Deep Learning, Excel, Node.js, SQL, Django",om.garg3069@placemux-student.com,7100295963,Etawah,Placed
3070,15,Varsha Bhakta,Female,Business Administration,2023,5.31,"Product Management, Python, Java, Data Analysis, Deep Learning",varsha.bhakta3070@placemux-student.com,3209361301,Moradabad,Placed
3071,30,Wridesh Dugar,Male,Information Technology,2025,6.76,"Power BI, Java, Communication, Deep Learning, Digital Marketing",wridesh.dugar3071@placemux-student.com,1036758069,Thane,In Process
3072,86,Bimala Chand,Female,Civil Engineering,2024,6.97,"Tableau, Docker, Product Management, Excel",bimala.chand3072@placemux-student.com,1303709718,Suryapet,Placed
3073,8,Vidhi Soni,Female,Electrical Engineering,2026,8.68,"Java, Django, Product Management, SQL, Tableau, Power BI",vidhi.soni3073@placemux-student.com,7316927592,Guwahati,Placed
3074,80,Anya Babu,Female,Data Science,2027,6.73,"Power BI, Tableau, React, Django, Data Analysis",anya.babu3074@placemux-student.com,9774009701,Sikar,In Process
3075,31,Rayaan Bora,Male,Business Administration,2025,8.06,"DevOps, Communication, SQL",rayaan.bora3075@placemux-student.com,6108537007,Jalgaon,Placed
3076,17,Ekiya Deo,Female,Electronics & Communication,2027,7.34,"Digital Marketing, Product Management, Java, Kubernetes, React, Data Analysis, Tableau",ekiya.deo3076@placemux-student.com,2683905101,Buxar,In Process
3077,29,Guneet Luthra,Male,Electrical Engineering,2023,6.9,"Python, Docker, Communication",guneet.luthra3077@placemux-student.com,0676987101,Jodhpur,Placed
3078,16,Simon Karnik,Male,Data Science,2026,6.39,"Kubernetes, Django, Python, Communication, Data Analysis, Node.js",simon.karnik3078@placemux-student.com,8225196429,Bhiwani,Placed
3079,53,Udant Dhingra,Male,Mechanical Engineering,2026,7.55,"C++, Java, Data Analysis",udant.dhingra3079@placemux-student.com,1702544965,Sangli-Miraj & Kupwad,Placed
3080,79,Chakrika Vasa,Female,Computer Science,2026,8.37,"Power BI, Product Management, Docker, Data Analysis, AWS",chakrika.vasa3080@placemux-student.com,5480575950,Durgapur,Placed
3081,17,Ubika Kale,Female,Information Technology,2027,5.11,"Tableau, AWS, Python, Django, Deep Learning, DevOps",ubika.kale3081@placemux-student.com,5231754877,Bhatpara,Placed
3082,69,Abhiram Rattan,Male,Artificial Intelligence & ML,2027,8.29,"Node.js, Digital Marketing, Power BI, Kubernetes",abhiram.rattan3082@placemux-student.com,3920318676,Mangalore,In Process
